City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
455,Oranjemund,NA,-28.55,16.4333,64.92,84,0,14.7,clear sky
456,Vao,NC,-22.6667,167.4833,77.88,83,15,10.98,few clouds
457,Kimbe,PG,-5.5502,150.1429,76.82,87,95,1.79,overcast clouds
458,Tiszaalpar,HU,46.8128,19.9984,39.0,93,90,13.8,light intensity drizzle
459,Nendaz,CH,46.1833,7.3,39.2,81,100,2.3,overcast clouds
460,Sur,OM,22.5667,59.5289,71.1,65,100,7.65,overcast clouds
461,Ginda,IN,30.6945,78.4932,46.38,46,4,5.39,clear sky
462,Charkhi Dadri,IN,28.6,76.2667,60.03,44,97,5.95,overcast clouds
463,Kasongo-Lunda,CD,-6.4667,16.8167,73.18,90,100,2.13,light rain
464,Mafra,BR,-26.1114,-49.8053,66.99,88,66,5.55,broken clouds
465,Benjamin Aceval,PY,-24.9667,-57.5667,87.8,51,75,6.91,broken clouds
466,Kunszentmiklos,HU,47.027,19.1258,36.0,93,75,8.05,broken clouds
467,Kuah,MY,6.3265,99.8432,80.6,78,20,3.44,few clouds
468,Vredendal,ZA,-31.6683,18.5012,74.17,41,0,12.15,clear sky
469,Bereda,ES,43.2686,-7.5406,46.0,96,100,13.0,overcast clouds
470,Urengoy,RU,65.9667,78.3667,-18.42,87,98,12.35,overcast clouds
471,Eenhana,NA,-17.4667,16.3333,68.95,93,100,7.76,light rain
472,Laiwu,CN,36.1928,117.6569,35.53,79,0,2.06,clear sky
473,Marulanda,CO,5.2839,-75.2602,60.96,90,42,1.54,scattered clouds
474,Touros,BR,-5.1989,-35.4608,84.2,65,20,14.97,few clouds
475,Livingston,GB,55.9029,-3.5226,28.99,93,75,2.3,snow
476,Panguna,PG,-6.3164,155.4848,70.43,100,72,2.04,broken clouds
477,Zhezkazgan,KZ,47.8043,67.7144,-10.64,89,0,7.81,clear sky
478,Kavaratti,IN,10.5669,72.642,80.96,67,0,8.16,clear sky
479,Iqaluit,CA,63.7506,-68.5145,8.6,78,40,5.75,scattered clouds
480,Ovalle,CL,-30.5983,-71.2003,83.82,24,0,10.29,clear sky
481,Dubbo,AU,-32.25,148.6167,60.8,77,0,11.5,clear sky
482,Acapulco,MX,16.8634,-99.8901,84.2,65,1,9.22,clear sky
483,Porto Novo,BJ,6.4965,2.6036,84.2,89,20,12.66,few clouds
484,Ostersund,SE,63.1792,14.6357,17.6,93,20,2.3,light snow
485,Pizarro,CO,4.9533,-77.366,80.92,85,49,6.98,light rain
486,Mana,GF,5.6592,-53.7767,80.11,71,56,11.21,broken clouds
487,Novobiryusinskiy,RU,56.9578,97.7076,3.65,93,100,4.83,overcast clouds
488,Nagar,IN,27.4333,77.1,59.13,49,100,3.53,overcast clouds
489,Bud,US,39.447,-86.1758,27.0,78,99,8.01,overcast clouds
490,Seoul,KR,37.5683,126.9778,26.6,80,40,6.91,scattered clouds
491,Porto Seguro,BR,-16.4497,-39.0647,80.6,69,40,8.05,scattered clouds
492,Rorvik,NO,64.8621,11.2373,15.8,100,20,3.44,few clouds
493,Kandalaksha,RU,67.162,32.4123,0.72,92,56,3.98,broken clouds
494,Brae,GB,60.3964,-1.353,32.0,55,75,19.57,broken clouds
495,Levelland,US,33.5873,-102.378,39.2,60,20,9.22,few clouds
496,Fortuna,US,40.5982,-124.1573,54.0,93,40,3.91,scattered clouds
497,Norsup,VU,-16.0667,167.3833,79.88,71,0,0.74,clear sky
498,Puerto Escondido,MX,15.85,-97.0667,86.0,70,20,9.22,few clouds
499,Skjervoy,NO,70.0311,20.9714,12.2,92,90,1.14,snow
500,Trelew,AR,-43.249,-65.3051,82.98,25,100,28.9,overcast clouds
501,Keti Bandar,PK,24.1447,67.4497,69.51,79,100,12.15,overcast clouds
502,Upington,ZA,-28.4478,21.2561,87.8,33,7,8.05,clear sky
503,Kappeln,DE,54.6612,9.9313,26.6,63,100,10.36,overcast clouds
504,Roald,NO,62.5833,6.1333,24.8,68,40,9.22,scattered clouds
505,Belmonte,BR,-15.8631,-38.8828,80.6,69,40,8.05,scattered clouds
506,Payson,US,40.0444,-111.7321,42.8,61,90,14.97,overcast clouds
507,Guabito,PA,9.5,-82.6167,82.4,74,0,8.05,clear sky
508,Nehe,CN,48.4833,124.8333,8.8,94,100,4.61,light snow
509,Boda,CF,4.3189,17.4695,73.2,19,100,2.59,overcast clouds
510,Hami,CN,42.8,93.45,33.64,79,100,3.69,overcast clouds
511,Boton,PH,12.9287,124.0479,74.75,93,100,14.09,overcast clouds
512,Pangai,TO,-19.8,-174.35,78.8,94,90,17.27,heavy intensity rain
513,Lavrentiya,RU,65.5833,-171.0,-11.92,81,0,15.46,clear sky
514,Beloha,MG,-25.1667,45.05,73.18,92,100,2.37,light rain
515,Tarko-Sale,RU,64.9225,77.785,-9.92,90,100,12.08,overcast clouds
516,Sibolga,ID,1.7427,98.7792,78.15,80,97,3.69,overcast clouds
517,Mezen,RU,65.8522,44.24,-17.54,88,60,2.42,broken clouds
518,Pedana,IN,16.2667,81.1667,71.33,72,47,5.57,scattered clouds
519,Azovskaya,RU,44.7908,38.6264,44.01,75,0,8.95,clear sky
520,Zhob,PK,31.3411,69.4481,50.5,45,0,4.32,clear sky
521,Kargasok,RU,59.0556,80.8572,-6.52,90,100,7.49,overcast clouds
522,Develi,TR,38.3906,35.4922,39.2,70,0,6.91,clear sky
523,Robertsport,LR,6.7533,-11.3686,81.37,82,62,10.45,broken clouds
524,Nampula,MZ,-15.1165,39.2666,75.2,94,90,2.3,light rain
525,Australind,AU,-33.2667,115.7167,54.0,89,66,5.21,broken clouds
526,Iquique,CL,-20.2208,-70.1431,77.0,50,0,17.27,clear sky
527,Qaqortoq,GL,60.7167,-46.0333,35.6,27,40,29.93,scattered clouds
528,Kangaatsiaq,GL,68.3065,-53.4641,14.65,88,0,8.75,clear sky
529,Rondonopolis,BR,-16.4708,-54.6356,90.05,40,56,5.01,broken clouds
530,Pauini,BR,-7.7136,-66.9764,86.13,64,82,5.01,broken clouds
531,Jalu,LY,29.0331,21.5482,61.84,28,100,7.09,overcast clouds
532,Safaga,EG,26.7292,33.9365,68.0,64,0,2.3,clear sky
533,Businga,CD,3.3333,20.8833,74.43,24,85,1.39,overcast clouds
534,Bin Qirdan,TN,33.1378,11.2197,65.62,30,0,10.31,clear sky
535,Stromness,GB,58.965,-3.296,30.2,55,20,14.97,light snow
536,Arroyos Y Esteros,PY,-25.0667,-57.1,87.8,51,75,6.91,broken clouds
537,Bandipur,NP,27.9333,84.4167,46.56,85,44,2.17,scattered clouds
538,Jacareacanga,BR,-6.2222,-57.7528,75.2,94,90,5.75,heavy intensity rain
539,Dourados,BR,-22.2211,-54.8056,80.98,57,32,5.32,scattered clouds
540,Flin Flon,CA,54.7682,-101.865,-14.8,58,75,12.66,snow
541,Verona,IT,45.4167,11.0333,48.0,93,75,3.44,light rain
542,Olafsvik,IS,64.8945,-23.7142,29.16,94,100,21.7,overcast clouds
543,Kencong,ID,-8.2833,113.3667,76.05,90,100,2.13,light rain
544,Agadir,MA,30.4202,-9.5982,59.0,100,20,9.22,few clouds
545,Samarai,PG,-10.6167,150.6667,81.68,74,100,5.64,overcast clouds
546,Santa Cruz De La Palma,ES,28.6835,-17.7642,64.4,72,20,5.75,few clouds
547,Loikaw,MM,19.6742,97.2094,55.49,73,53,3.76,broken clouds
548,Yendi,GH,9.4427,-0.0099,85.32,13,17,2.53,few clouds
549,Shingu,JP,33.7333,135.9833,36.43,82,79,5.77,broken clouds
550,Mao,ES,39.8885,4.2658,57.2,82,20,20.71,few clouds
551,Alta Floresta,BR,-9.8756,-56.0861,82.02,85,100,3.15,overcast clouds
552,Korla,CN,41.7597,86.1469,29.79,85,18,3.22,few clouds
553,Guilin,CN,25.2819,110.2864,50.0,93,90,6.71,light rain
554,Yumen,CN,40.2833,97.2,31.91,77,51,16.13,broken clouds
555,Erzin,TR,36.9559,36.2,64.0,61,0,4.36,clear sky
556,Oistins,BB,13.0667,-59.5333,80.6,61,40,19.57,scattered clouds
557,Sanquhar,GB,55.3653,-3.9216,30.2,86,0,11.5,clear sky
558,Dilla,ET,6.41,38.31,63.64,67,81,1.72,broken clouds
559,Karabuk,TR,41.2049,32.6277,52.59,56,0,2.95,clear sky
560,Usatove,UA,46.533,30.6596,41.0,93,0,11.18,clear sky
561,Plymouth,US,41.8334,-70.8328,32.0,86,90,6.91,snow
562,Batsfjord,NO,70.6345,29.7185,19.4,73,75,17.27,snow
563,Coromandel,BR,-18.4733,-47.2003,73.67,73,51,2.17,broken clouds
564,Zacapu,MX,19.8333,-101.7167,72.0,56,1,3.67,clear sky
565,Samana,DO,19.2056,-69.3369,86.0,74,20,11.5,few clouds
566,Klaksvik,FO,62.2266,-6.589,30.2,80,89,6.91,overcast clouds
567,Boyabat,TR,41.4689,34.7667,53.53,57,99,1.36,overcast clouds
568,Arman,RU,59.7,150.1667,13.77,86,100,17.67,overcast clouds
569,Angleton,US,29.1694,-95.4319,70.0,83,90,6.91,overcast clouds
570,Kaniama,CD,-7.5667,24.1833,68.9,94,100,0.65,overcast clouds
571,Along,IN,28.1667,94.7667,51.1,62,0,1.63,clear sky
572,Namibe,AO,-15.1961,12.1522,73.26,76,93,7.16,overcast clouds
573,Victor Harbor,AU,-35.5667,138.6167,68.0,71,0,2.84,clear sky
574,Orlea,RO,43.75,24.3833,51.8,87,90,2.3,overcast clouds
575,Ukiah,US,39.1502,-123.2078,57.2,44,90,2.73,overcast clouds
576,Kismayo,SO,-0.3582,42.5454,77.94,83,1,18.52,clear sky
577,Atasu,KZ,48.6814,71.6433,-6.77,91,100,13.18,overcast clouds
578,Ballina,AU,-28.8667,153.5667,68.0,77,90,11.5,overcast clouds
579,Honiara,SB,-9.4333,159.95,79.21,81,50,5.86,heavy intensity rain
580,Moose Factory,CA,51.2585,-80.6094,-2.2,50,1,13.8,clear sky
581,Olinda,BR,-8.0089,-34.8553,80.6,65,20,11.5,few clouds
582,Houma,US,29.5958,-90.7195,75.0,68,40,9.22,scattered clouds
583,Izhma,RU,65.0083,53.9113,-10.39,90,97,4.18,overcast clouds
584,Jawhar,SO,2.7809,45.5005,73.92,73,96,17.92,overcast clouds
585,Rudarpur,IN,26.4394,83.6144,56.39,69,64,3.94,broken clouds
586,Camacha,PT,33.0833,-16.3333,62.6,82,20,10.36,few clouds
587,Lagunillas,VE,10.1301,-71.2595,87.42,54,80,5.28,broken clouds
588,Chokwe,MZ,-24.5333,32.9833,73.96,90,2,5.5,clear sky
589,Atherton,GB,53.5237,-2.4935,34.0,66,27,8.01,scattered clouds
590,Beringovskiy,RU,63.05,179.3167,-9.0,91,98,10.96,overcast clouds
591,Baruun-Urt,MN,46.6806,113.2792,6.35,89,12,8.99,few clouds
592,Talavera De La Reina,ES,39.9635,-4.8308,46.89,85,13,18.86,few clouds
593,Bowen,AU,-20.0167,148.2333,78.8,78,90,8.05,overcast clouds
594,Panguipulli,CL,-39.6333,-72.3333,91.4,29,0,14.97,clear sky
595,Baishishan,CN,43.5833,127.5667,11.39,93,29,3.65,scattered clouds
596,Tecoanapa,MX,16.5167,-98.75,83.53,59,0,9.82,clear sky
597,Veraval,IN,20.9,70.3667,69.73,43,78,11.68,broken clouds
598,Tazovskiy,RU,67.4667,78.7,-24.0,86,7,10.96,clear sky
599,Tomigusuku,JP,26.185,127.675,62.6,67,75,10.36,broken clouds
600,Bhera,PK,32.4832,72.9097,59.2,42,0,4.79,clear sky
601,Kenai,US,60.5544,-151.2583,8.01,72,90,10.36,overcast clouds
602,Lima,PE,-12.0432,-77.0282,78.01,73,0,8.05,clear sky
603,Pangoa,PE,-12.1167,-73.0,80.22,70,100,1.59,light rain
604,Evans,US,33.5337,-82.1307,70.0,56,1,4.61,clear sky
605,Altay,CN,47.8667,88.1167,21.63,94,100,3.69,snow
606,Port Blair,IN,11.6667,92.75,74.59,67,1,9.06,clear sky
607,Geraldton,AU,-28.7667,114.6,60.8,88,40,9.22,scattered clouds
608,Conway,US,35.0887,-92.4421,37.99,100,90,12.66,mist
609,Sao Raimundo Das Mangabeiras,BR,-7.0219,-45.4811,82.04,69,92,6.08,overcast clouds
610,Orange Walk,BZ,17.8333,-88.8333,87.01,66,40,8.05,scattered clouds
611,Havre-Saint-Pierre,CA,50.2334,-63.5986,15.8,62,1,20.71,clear sky
612,Smithers,CA,54.7804,-127.1743,-4.0,54,40,11.5,scattered clouds
613,Flinders,AU,-34.5833,150.8552,63.0,89,100,1.01,overcast clouds
614,Haverfordwest,GB,51.8017,-4.9691,36.0,69,57,28.01,broken clouds
615,Wellington,NZ,-41.2866,174.7756,64.4,88,75,18.41,broken clouds
616,Marsa Matruh,EG,31.3525,27.2453,55.4,88,0,5.79,clear sky
617,Ugento,IT,39.9263,18.1574,57.0,67,0,14.07,clear sky
618,Loiza,PR,18.4313,-65.8802,78.8,73,75,12.66,broken clouds
619,Bongandanga,CD,1.5,21.05,75.04,35,100,1.39,overcast clouds
620,Mareeba,AU,-17.0,145.4333,77.0,94,75,1.14,broken clouds
621,Teshie,GH,5.5836,-0.1072,84.2,84,20,13.8,few clouds
622,Safford,US,32.834,-109.7076,68.0,14,1,5.75,clear sky
623,Namatanai,PG,-3.6667,152.4333,79.05,84,93,4.41,overcast clouds
624,Waddan,LY,29.1614,16.139,61.7,28,0,4.05,clear sky
625,Tura,IN,25.5198,90.2201,60.26,36,0,3.15,clear sky
626,Fukue,JP,32.6881,128.8419,49.08,55,21,8.21,few clouds
627,Karratha,AU,-20.7377,116.8463,81.79,50,6,14.47,clear sky
628,Verkhnyaya Sysert,RU,56.4372,60.75,-9.4,64,75,20.13,snow
629,Casablanca,MA,33.5928,-7.6192,62.01,82,40,6.91,scattered clouds
630,Hovd,MN,48.0056,91.6419,30.79,83,73,16.02,broken clouds
631,Araouane,ML,18.9048,-3.5265,72.18,16,12,9.4,few clouds
632,Grand Gaube,MU,-20.0064,57.6608,78.01,77,1,1.99,clear sky
633,Methoni,GR,36.8197,21.7049,61.0,94,8,2.3,clear sky
634,Lovington,US,32.944,-103.3485,60.8,25,1,13.8,clear sky
635,Rincon,US,32.296,-81.2354,62.6,88,90,4.61,overcast clouds
636,Itaqui,BR,-29.1253,-56.5531,85.98,45,94,9.01,overcast clouds
637,Mangan,IN,27.5167,88.5333,56.88,32,1,5.7,clear sky
638,Rovnoye,RU,50.7765,46.0509,8.91,95,100,18.1,snow
639,Makat,KZ,47.6469,53.3463,17.87,74,100,16.37,overcast clouds
640,Rudbar,AF,30.15,62.6,56.25,39,0,4.07,clear sky
641,Eha Amufu,NG,6.6592,7.7596,85.08,37,9,0.69,clear sky
642,Kristinehamn,SE,59.3098,14.1081,12.2,85,0,5.75,clear sky
643,Kaeo,NZ,-35.1,173.7833,69.01,95,100,8.01,moderate rain
644,Constantine,DZ,36.365,6.6147,53.6,62,0,2.3,clear sky
645,Meulaboh,ID,4.1363,96.1285,78.03,86,19,3.96,light rain
646,Ambulu,ID,-8.345,113.6058,76.37,89,90,2.75,moderate rain
647,Jiayuguan,CN,39.8167,98.3,32.25,74,22,4.65,few clouds
648,Angoche,MZ,-16.2325,39.9086,79.32,86,100,6.13,moderate rain
649,Phangnga,TH,8.4509,98.5298,78.8,83,20,2.3,few clouds
650,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,86.23,39,54,6.78,broken clouds
651,Yunyang,CN,33.4474,112.7142,44.19,61,100,1.81,overcast clouds
652,Kormilovka,RU,55.0026,74.1028,-20.2,69,0,8.95,clear sky
653,Guadalajara,MX,20.6667,-103.3333,78.8,17,1,4.61,clear sky
654,Puruandiro,MX,20.0833,-101.5,77.0,23,20,6.91,few clouds
655,Chibuto,MZ,-24.6867,33.5306,73.58,92,1,5.32,clear sky
656,Joao Pinheiro,BR,-17.7425,-46.1725,76.3,71,0,1.23,clear sky
657,Bonnyville,CA,54.2668,-110.735,-14.8,53,90,14.97,snow
658,Washington,US,47.5001,-120.5015,28.99,42,100,4.99,overcast clouds
659,Atoka,US,34.4001,-96.0169,40.59,68,75,9.82,broken clouds
660,Saint-Joseph,RE,-21.3667,55.6167,80.6,65,20,18.41,few clouds
661,Ituverava,BR,-20.3394,-47.7806,77.68,72,5,1.54,clear sky
662,Kayakent,RU,42.3874,47.903,42.8,93,90,6.71,mist
663,Meadow Lake,US,34.8014,-106.5436,66.0,11,75,8.05,broken clouds
664,Coihaique,CL,-45.5752,-72.0662,89.6,27,40,6.91,scattered clouds
665,Erdemli,TR,36.605,34.3084,59.38,63,0,3.31,clear sky
666,Ostrovnoy,RU,68.0531,39.5131,4.24,89,100,13.89,overcast clouds
667,Aasiaat,GL,68.7098,-52.8699,11.93,88,0,8.41,clear sky
668,Feira De Santana,BR,-12.2667,-38.9667,85.5,52,9,9.66,clear sky
669,Okha,RU,53.5739,142.9478,0.91,93,52,11.36,broken clouds
670,Nouakchott,MR,18.0858,-15.9785,77.0,11,100,10.36,overcast clouds
671,Cutervo,PE,-6.379,-78.8157,63.16,83,76,5.19,light rain
672,Svirstroy,RU,60.7999,33.7248,-0.15,93,99,2.46,overcast clouds
673,Moroni,KM,-11.7022,43.2551,81.0,77,100,13.47,overcast clouds
674,Moree,AU,-29.4667,149.85,68.0,64,96,8.05,overcast clouds
675,Benguela,AO,-12.5763,13.4055,76.21,83,98,4.59,overcast clouds
676,Sailana,IN,23.4667,74.9167,63.97,29,0,3.24,clear sky
677,Vilhena,BR,-12.7406,-60.1458,75.2,88,75,6.91,moderate rain
678,Astana,KZ,51.1801,71.446,-11.2,77,40,17.9,scattered clouds
679,Byron Bay,AU,-28.65,153.6167,68.0,77,90,11.5,overcast clouds
680,Buchanan,LR,5.8808,-10.0467,80.6,94,75,7.14,broken clouds
681,Radece,SI,46.0681,15.1839,39.2,87,90,6.91,overcast clouds
682,Aviles,ES,43.5547,-5.9248,48.2,66,40,8.05,scattered clouds
